#{"t_start": 1611246913.461798, "env_id": "CartPole-v1"}
r,l,t
26.0,26,2.495245
19.0,19,2.715777
15.0,15,2.741547
17.0,17,2.949307
18.0,18,2.980633
19.0,19,3.200226
16.0,16,3.41391
23.0,23,3.463835
38.0,38,3.715622
68.0,68,4.395608
73.0,73,4.87271
60.0,60,5.331395
87.0,87,5.862355
96.0,96,6.573771
114.0,114,7.524848
97.0,97,8.262147
110.0,110,9.01659
121.0,121,9.969618
98.0,98,10.707556
127.0,127,11.677008
152.0,152,13.752558
145.0,145,14.939777
185.0,185,16.154582
500.0,500,20.056992
236.0,236,21.816586
255.0,255,25.981632
144.0,144,27.181535
236.0,236,28.891115
255.0,255,30.848171
178.0,178,32.275014
185.0,185,33.718827
500.0,500,40.17246
500.0,500,43.936504
500.0,500,50.610705
500.0,500,54.492385
500.0,500,58.313559
500.0,500,65.027778
500.0,500,68.89032
500.0,500,75.733893
500.0,500,79.382923
500.0,500,83.265097
500.0,500,89.917673
500.0,500,93.796545
500.0,500,100.587657
500.0,500,104.185571
500.0,500,108.055105
500.0,500,114.905391
500.0,500,118.579031
