#{"t_start": 1611679704.6954672, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
26.876029,29,1.168524
19.966707,13,1.46426
24.399731,18,1.846027
19.683822,20,2.269101
25.572174,18,2.657755
18.971358,13,2.937237
26.926927,20,3.370863
26.637353,20,3.790259
28.56712,30,4.428072
26.594344,20,4.851786
22.32721,15,5.180779
26.499483,24,5.692481
26.648819,23,6.176383
29.657221,26,6.740993
16.738767,10,6.95912
27.448603,17,7.324439
29.366224,20,7.750701
26.785868,23,8.245353
29.357596,27,8.842391
39.25913,49,9.885905
27.457025,19,10.287828
30.674744,30,10.931394
18.981985,12,11.185454
32.541303,29,27.170233
19.456205,14,27.47406
23.969875,17,27.846475
29.505337,25,28.391487
34.074791,26,28.968637
18.958624,14,29.270033
16.372189,10,30.212144
28.938531,20,30.652007
16.927291,11,30.898983
23.258993,17,31.270138
23.27946,18,31.660764
31.125909,28,32.279988
31.701386,27,32.870086
21.440361,16,33.221101
20.233883,16,33.560959
23.478607,22,34.045323
22.903261,16,34.381212
19.551921,20,34.797814
26.688695,22,35.275779
21.800508,16,35.615755
18.707785,14,35.934398
31.962638,26,36.501259
28.63528,24,37.021957
27.505425,22,37.515072
23.099448,19,37.926104
31.976277,28,38.531234
22.711264,26,54.191569
28.736262,24,54.710947
27.819441,34,55.43037
29.548514,27,55.995814
21.458853,23,56.507366
23.957443,20,56.930526
22.236256,15,57.25271
56.922188,55,58.428859
31.118386,25,59.825333
24.688125,19,60.23487
28.57096,25,60.762562
29.422752,30,61.406827
24.050222,31,62.054841
34.808457,31,62.715365
22.130418,22,63.209672
23.066239,24,63.735261
28.394953,29,64.369668
29.472903,27,64.944418
26.868339,24,65.488698
14.548376,9,65.683888
28.32832,24,81.135144
30.568149,29,81.74668
33.767761,30,82.377237
42.865446,44,83.312693
32.414435,29,83.937924
36.666524,35,84.661282
45.628885,46,85.624113
34.497391,32,86.302845
22.923478,28,86.894029
19.738823,20,87.325076
20.374189,18,87.702629
44.545597,40,89.472432
41.68858,36,90.236316
27.718191,26,90.76807
53.20351,60,92.028286
28.489109,26,107.544958
29.572574,30,108.177869
36.174768,45,109.128173
44.692762,53,110.255654
29.071767,25,110.770446
45.331026,47,111.75964
22.803216,24,112.261755
50.576423,48,113.280628
60.809634,65,114.665882
20.260616,18,115.041242
64.324348,63,116.363209
57.428155,49,118.363344
27.53106,25,118.912895
34.086294,29,134.387947
25.797016,28,134.98133
43.106901,82,136.731255
52.026717,57,137.937985
37.894982,40,138.77699
102.924988,125,141.40645
42.490577,43,142.348212
59.797848,60,143.651721
55.392777,51,144.729997
52.225595,62,160.981022
57.060981,70,163.317974
77.165047,79,165.007409
34.978607,38,165.858647
82.885697,81,167.604225
64.010609,59,168.865953
70.697889,82,170.632436
63.156908,62,187.024017
68.331551,76,188.630839
73.883675,64,189.967932
25.136082,65,192.201617
26.302829,24,192.710621
98.484995,103,194.925898
51.539049,54,196.057888
64.939589,66,197.438429
68.491466,57,213.653564
56.724249,56,214.838143
73.808937,74,216.407947
60.005748,71,217.92266
32.319204,38,218.728455
49.680906,88,221.739861
118.31634,143,224.764367
52.671737,55,240.972147
53.697299,54,242.102017
30.351216,33,242.79916
74.76313,72,244.307885
35.199816,45,245.244146
116.188999,130,247.998947
78.696207,101,250.921045
39.093028,47,251.898
23.295957,20,267.444373
53.047912,43,268.36882
73.94923,68,269.805514
37.64348,50,270.855186
26.928359,78,272.493437
63.060541,60,273.752343
38.608581,69,275.196995
73.683216,84,276.968068
9.701713,13,277.241974
69.136148,71,294.785151
67.698744,62,296.084622
84.317803,95,298.085442
77.586913,65,299.475802
93.974998,91,301.392241
53.361531,61,302.661858
50.854851,57,303.869981
107.173405,105,321.01865
74.446764,62,323.192453
60.237131,55,324.359737
58.065675,57,325.54291
73.711937,64,326.910612
93.786392,98,328.978863
37.626529,65,330.350518
24.77545,26,330.895935
60.024555,56,347.411657
94.546793,108,349.731639
67.494871,58,350.979607
52.863105,56,353.106467
87.212763,82,354.868591
75.45614,69,356.351063
74.69279,77,357.988832
72.798817,77,374.865774
94.778706,94,376.929982
75.558673,82,378.735464
71.507578,64,380.08082
45.37347,90,382.815736
71.162822,69,384.271467
69.183978,56,385.443414
69.822353,60,401.707181
88.788823,98,403.774454
78.865257,72,405.304896
96.248216,83,407.041929
70.802906,64,408.403664
69.674582,64,409.75143
69.809203,65,412.060159
68.826292,61,428.581072
85.879223,83,430.299314
95.334504,84,432.08789
102.72946,105,434.30509
107.464208,109,436.68791
139.455658,153,456.136951
79.465048,67,457.54869
82.087473,78,459.182309
55.985049,46,460.150255
56.220487,48,461.156138
94.976773,98,463.258903
93.507697,92,465.194686
82.440465,72,482.006852
150.37461,158,486.310878
70.988183,62,487.619201
56.614392,52,488.711895
79.616847,74,490.273941
102.850132,78,491.996897
102.216724,97,509.161869
60.48569,88,511.025491
95.278353,103,513.182457
88.31239,66,515.575434
74.229846,62,516.877726
89.675851,75,518.474904
88.889969,91,535.549779
107.113146,98,537.604255
83.969585,64,538.955003
75.996129,124,541.561352
77.797569,71,544.127471
76.546627,69,545.586744
74.053677,78,562.288904
100.275578,95,564.31475
82.024917,74,565.883843
76.693514,76,567.493403
94.72872,83,569.268198
90.858019,75,570.861619
82.528479,65,572.235502
105.17466,93,590.239305
92.192077,67,591.659065
136.028636,143,594.683438
79.376029,69,596.126878
71.647196,100,598.228562
80.816116,66,614.72133
73.986745,69,616.157654
88.995506,73,618.740529
129.216898,126,621.374905
74.645408,69,622.820887
93.105098,83,624.572507
102.396992,77,626.187229
30.045501,63,642.559564
92.590305,89,644.454268
97.439861,87,647.661489
120.131896,117,650.098698
84.991417,75,651.692811
49.220975,52,652.785422
122.739922,102,670.22585
151.771728,135,673.087203
85.627741,87,674.948663
42.468577,46,677.103267
99.151425,80,678.83818
21.182389,22,679.351975
82.727856,80,696.386188
128.786043,105,698.567009
107.693911,97,700.609757
119.687062,115,703.02218
81.635147,73,704.562089
85.731489,104,708.384369
121.370991,107,725.664799
78.714429,66,727.039333
92.635568,88,728.879958
99.280073,93,730.812109
94.416431,86,732.606448
93.345926,69,734.042859
118.093682,99,752.539861
28.817012,31,753.193013
76.797004,67,754.605271
95.407439,83,756.366926
77.568749,64,757.703326
80.735421,97,759.720574
103.742075,90,776.636467
126.616843,102,778.780169
116.457018,95,786.294878
196.764876,164,789.82267
166.236541,147,807.951162
171.273352,192,811.969426
103.482042,80,817.181419
139.159422,115,819.59682
95.85924,92,821.500199
133.185841,117,839.010899
109.259826,108,841.268511
120.04244,97,843.279635
131.554113,110,846.910197
72.195141,85,848.727891
179.563274,235,868.550752
125.821808,112,870.888437
112.112404,116,873.321913
122.167704,100,891.755149
167.498862,136,894.592167
249.595405,224,899.260178
200.360401,207,918.561311
246.835075,248,925.209067
97.635356,81,926.924097
307.03424,309,948.404295
170.731381,148,953.073163
201.368069,181,971.844325
134.772248,135,974.681978
251.159704,193,980.116717
220.113158,206,1000.085391
87.538533,74,1001.651368
118.098348,108,1003.951408
324.135677,261,1013.398978
31.756572,33,1029.082052
187.508863,152,1032.24443
156.463106,134,1035.031045
260.141562,215,1039.513349
136.119419,120,1059.680994
251.618405,232,1064.535402
101.078506,80,1066.191607
453.793533,415,1093.927514
154.616449,140,1096.839641
171.325884,208,1116.212787
162.173907,132,1127.415936
128.712165,105,1129.614653
303.528809,267,1150.230183
53.105351,50,1151.268562
96.944843,70,1152.776163
293.504401,222,1160.160555
56.943579,50,1176.26828
89.125928,68,1177.694419
137.516314,132,1180.481207
103.171652,81,1182.162932
392.989549,319,1213.692441
152.220428,132,1216.433815
363.544406,288,1237.428033
74.444099,69,1248.119171
80.432993,65,1249.491848
116.161875,109,1251.763061
468.060271,328,1273.581352
387.510421,316,1290.149399
133.690088,110,1307.902765
58.670616,50,1308.970066
570.180971,433,1327.176022
129.997237,104,1344.558173
148.809417,130,1347.25908
162.851047,134,1350.041093
92.590521,97,1360.980577
435.89889,353,1383.499848
238.798957,176,1387.167832
21.932432,23,1387.649675
380.094874,288,1418.778623
435.053193,355,1441.30225
97.678648,92,1453.282786
80.338557,58,1454.487006
466.776348,361,1477.057381
1009.631183,811,1528.411009
778.626205,562,1555.170511
590.044346,435,1589.223528
56.27634,71,1590.687926
601.539944,458,1624.516906
84.700691,71,1625.991682
173.426205,174,1644.618033
762.051589,553,1681.045433
617.68174,471,1717.160387
955.666497,685,1757.560669
195.42756,157,1760.808774
197.865399,192,1790.355377
958.629289,708,1829.866574
1278.699641,949,1889.976455
923.283064,689,1928.965731
399.458841,322,1961.63121
1398.613282,1000,2035.390319
1425.013095,1000,2097.730289
205.117198,169,2101.25679
343.438398,268,2133.222508
625.966979,464,2169.173614
212.543728,170,2172.782835
1426.604621,1000,2234.82263
1429.9959,1000,2308.077556
742.83047,507,2345.186819
74.358704,67,2346.648925
126.865902,95,2348.648225
753.393512,546,2386.419512
474.152106,371,2420.084871
468.830436,358,2442.711655
215.54584,176,2446.3937
1430.801843,1000,2519.396071
281.426363,229,2524.150069
119.93613,96,2552.317429
827.461697,596,2590.971909
655.737652,484,2616.542523
1409.938117,1000,2690.789904
1427.280595,1000,2764.316922
73.469372,58,2765.532765
1002.407225,723,2806.891304
229.352474,176,2810.56164
1446.478878,1000,2883.866114
286.585407,226,2903.69907
1460.187191,1000,2978.085152
491.064694,383,3001.563943
1554.466413,1000,3075.084632
402.094341,300,3081.399101
1552.453698,1000,3155.009559
1486.296096,1000,3217.157714
210.954761,166,3232.070168
1554.4653,1000,3294.130151
1533.248414,1000,3367.719478
1512.413514,1000,3440.329178
734.029508,488,3465.781172
1540.084974,1000,3539.233235
235.595829,170,3542.78298
1534.227037,1000,3616.045184
143.311378,103,3633.627727
276.982632,198,3637.817567
192.113666,163,3652.399826
680.791045,484,3677.602784
340.242518,257,3709.272107
1506.556093,1000,3771.49074
94.089575,73,3773.001887
1589.707349,1000,3846.525357
905.167482,601,3885.248715
1554.325903,1000,3959.128852
125.292994,111,3961.514237
115.944674,95,3963.537334
48.026712,46,3964.506843
63.460459,62,3981.035576
409.816929,300,3998.312781
83.333074,74,3999.839206
389.284655,286,4021.108458
1601.652375,1000,4094.132967
821.996758,557,4132.030351
1550.040667,1000,4194.463516
90.118115,82,4196.157532
100.745917,95,4209.012204
1599.679174,1000,4271.209468
1633.140581,1000,4344.860739
269.700522,211,4349.271042
334.392656,258,4380.714627
1529.753675,1000,4442.701887
915.153677,605,4481.754288
13.449248,13,4482.023496
1540.92444,1000,4555.479386
885.955178,602,4594.513002
856.153695,582,4633.069797
1561.950936,1000,4695.371707
892.630908,598,4749.694826
835.195636,553,4788.038678
1653.565187,1000,4862.353348
671.57992,483,4887.971096
1633.245885,1000,4947.177728
1574.751675,1000,5021.368973
1075.123639,725,5078.816874
1682.220238,1000,5141.663031
133.203745,106,5154.837563
1684.922465,1000,5218.138914
686.253432,473,5254.742941
1630.469768,1000,5317.432636
50.927424,53,5329.488523
1688.409599,1000,5392.470152
1675.348004,1000,5466.129375
1693.2409,1000,5529.174692
139.973508,122,5542.558299
1728.155206,1000,5605.705934
1696.638838,1000,5679.398015
1734.28585,1000,5742.119773
1716.841547,1000,5815.83797
1732.799222,1000,5889.891494
1685.032191,1000,5952.579411
1729.290463,1000,6026.380299
1724.485481,1000,6088.855122
1209.622773,722,6141.260241
1320.660535,792,6199.785006
1731.55516,1000,6263.637128
242.132922,171,6278.446563
1776.147124,1000,6341.87068
12.579022,12,6342.135772
1809.825447,1000,6416.108719
28.090075,33,6416.79538
37.53039,41,6417.649253
1662.606461,1000,6492.071864
1766.103503,1000,6555.656526
1785.798903,1000,6630.196058
1748.838539,1000,6693.078514
1796.127199,1000,6767.120044
417.591567,282,6772.911244
704.859755,436,6808.569868
14.968143,16,6808.90661
1840.707206,1000,6881.430048
1824.344188,1000,6944.764571
436.985609,336,6978.516186
1838.904723,1000,7050.450678
1800.888364,1000,7113.297017
1840.536239,1000,7187.410311
1817.235265,982,7250.449241
1906.286631,1000,7308.749704
1862.288723,1000,7371.582306
1862.560658,1000,7445.839022
342.308732,222,7466.104663
33.239722,33,7466.785071
1911.903907,1000,7541.609206
1908.539944,1000,7615.607013
1889.147531,1000,7678.754157
1917.243099,1000,7754.433427
1946.504693,1000,7818.604083
1916.620515,1000,7896.515947
1918.798006,1000,7971.743836
1983.783058,1000,8037.266266
590.574816,370,8056.93835
1970.537342,1000,8122.407184
210.049006,142,8137.483296
1990.564097,1000,8204.52075
