#{"t_start": 1611679704.7051246, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
29.189004,23,1.039789
21.597131,17,1.417473
27.62464,25,1.950039
22.655496,16,2.296148
26.823222,26,2.845623
28.890494,23,3.348132
19.841693,13,3.621475
29.914378,30,4.250011
17.457171,12,4.51078
25.345459,20,4.936274
16.282523,10,5.157198
25.783018,21,5.607021
20.289711,13,5.879814
22.125834,17,6.24142
21.776505,16,6.589516
21.099256,20,7.0207
25.355616,20,7.455288
20.000962,21,7.899627
22.675876,25,8.451021
26.364558,17,8.81901
20.470742,14,9.11481
41.197901,35,9.862589
22.630502,21,10.309237
17.413619,17,10.676346
20.876765,14,10.973298
21.626211,16,11.310488
26.697746,23,27.170131
16.44469,12,27.429612
34.332968,31,28.109183
26.485824,25,28.653035
15.74856,12,28.923061
25.623547,20,29.354452
22.158173,19,30.496178
13.381969,16,30.854274
21.27493,18,31.247051
35.557726,35,32.013553
18.77884,11,32.255676
18.519654,14,32.560978
23.494745,18,32.958155
18.137391,11,33.197455
33.409915,27,33.7758
24.258133,20,34.213259
13.34937,9,34.401271
29.167487,23,34.892151
26.476755,26,35.443561
17.709556,14,35.752337
22.146064,15,36.08426
20.712408,15,36.414344
25.334383,22,36.890014
18.933955,12,37.151424
19.567046,15,37.492384
21.720412,19,37.902768
20.269354,15,38.233608
23.31992,20,38.656869
23.967803,18,54.141078
25.305941,19,54.566416
23.859277,24,55.068467
21.542511,18,55.45079
32.477292,33,56.144991
23.299989,19,56.568502
33.388233,31,57.230317
33.780118,27,57.800997
67.385458,55,59.848853
40.140032,39,60.679073
21.769586,16,61.017083
35.797305,39,61.840131
27.139179,26,62.395187
16.649799,11,62.631613
29.275303,25,63.186075
25.660333,19,63.606978
25.410283,22,64.077636
22.959143,17,64.453448
27.147009,23,64.947376
31.531634,25,65.511442
35.434225,33,81.155266
18.274261,15,81.467978
27.739259,33,82.169623
26.823943,23,82.651143
25.053584,23,83.141985
31.991417,32,83.828799
26.503998,23,84.312728
18.436641,16,84.638013
28.328884,28,85.232394
32.548018,30,85.858768
29.129499,24,86.3643
41.293606,45,87.324309
23.210379,20,87.749305
35.815964,35,89.408061
27.395028,27,89.980626
53.228474,54,91.108278
46.513815,47,92.089655
45.40099,50,108.111261
30.478395,45,109.055161
16.247597,13,109.34564
40.114807,39,110.171453
43.90032,36,110.912882
36.278441,35,111.651994
28.222984,98,113.724965
25.035003,22,114.192099
26.363399,28,114.789754
59.370679,57,115.97657
49.162263,43,116.882385
84.448479,83,134.490498
71.511277,70,135.96499
41.777111,48,137.016993
35.710029,69,138.459067
55.541772,88,140.314
63.290108,125,142.972772
44.54731,63,144.34733
43.914035,47,160.280867
82.903432,77,162.749269
80.681538,68,164.23299
75.116305,90,166.190441
67.499936,64,167.559214
73.945282,85,169.372403
23.830592,21,169.82021
71.74884,79,171.527841
40.71654,41,187.474712
40.948823,63,188.794515
67.714697,65,190.155609
34.760531,64,192.373498
52.975461,58,193.579739
66.98253,61,194.926352
85.666256,91,196.832754
52.218109,66,198.222407
44.664288,61,214.514479
15.229445,14,214.813364
71.597037,72,216.342691
73.672111,67,217.775944
96.839705,108,221.222249
88.382387,79,222.88376
75.953017,77,224.514656
46.117117,52,240.656605
73.027689,73,242.184466
77.053577,71,243.676065
61.230527,58,244.885277
75.712346,85,246.662082
40.244331,80,248.375016
89.528179,79,250.836392
20.083761,16,251.165064
39.769691,40,252.001866
79.508824,89,269.030899
34.998999,61,270.315607
70.062699,66,271.691603
86.661505,90,273.584184
38.905992,37,274.363035
56.975967,51,275.420904
80.048267,74,276.988532
84.973658,77,294.660322
84.002798,77,296.278074
74.245629,68,297.705962
42.948804,73,299.25783
59.977539,110,301.577627
97.027931,111,303.910387
56.670394,57,320.054621
46.141994,82,321.76889
23.896129,67,324.066441
30.434551,36,324.814226
106.714905,104,327.012293
67.464135,69,328.463333
73.70068,58,329.693099
89.833272,100,347.135083
46.207349,73,348.695107
74.133999,74,350.295693
55.09717,57,352.439744
91.019594,89,354.344401
57.111248,53,355.501737
60.70294,55,356.665001
86.33165,82,358.415055
21.727721,74,375.24804
75.4992,73,376.844124
89.466512,82,378.642362
47.560976,96,380.663391
69.268866,67,382.918465
65.930324,69,384.375003
34.161304,99,401.457098
90.937059,89,403.342082
47.911343,43,404.243052
66.737211,55,405.409977
69.458193,73,406.9372
78.716204,71,408.442715
64.952948,78,411.027456
48.356206,97,428.297081
104.664886,92,430.214602
30.993216,66,431.631081
65.408462,61,432.910439
110.250677,129,435.684752
87.917902,88,437.567758
39.876361,34,438.325181
108.444613,119,457.028966
65.063821,63,458.339612
75.746569,63,459.665445
107.846849,118,462.144571
74.553004,58,463.40909
69.624659,58,464.625276
103.93587,101,482.048094
188.756097,261,488.514517
80.637905,64,489.871669
56.005883,53,490.98069
78.176564,74,492.644309
90.698956,78,509.387124
96.208904,80,511.090454
104.272703,96,513.097787
91.838988,74,515.657286
84.55285,65,517.032752
106.955007,105,519.256302
93.774684,84,536.168879
84.06711,77,537.789622
51.19406,66,539.192458
70.201422,72,540.702029
69.048064,59,541.934592
89.109894,85,544.812526
83.091411,67,546.224945
86.447228,72,562.794806
137.412118,163,566.267832
52.740931,99,568.373315
78.959801,71,569.879539
73.037088,72,571.415522
103.700989,98,589.53186
122.778755,140,592.477201
122.682107,120,595.015209
91.719567,75,596.600617
73.072655,63,597.911301
62.347855,59,599.16527
114.425296,93,616.199915
77.12454,71,618.740762
73.698758,66,620.128338
103.322707,102,622.265628
108.579026,91,624.159954
90.240042,79,625.824195
32.03638,49,641.910393
95.925756,87,643.758784
45.512666,72,645.269891
130.797656,122,649.209453
75.266428,63,650.52194
56.501528,80,652.215196
110.799501,81,669.201461
81.385513,78,670.858381
96.072226,74,672.425734
50.119005,73,673.984462
92.79215,84,676.946895
90.648273,79,678.656945
97.030103,88,680.636899
84.355508,90,697.790046
82.948706,67,699.205019
84.284144,70,700.670253
138.343442,128,703.367178
107.631379,101,707.083779
88.72214,79,723.84445
122.643849,107,726.056007
126.424499,136,728.902135
25.421403,70,730.356678
105.608514,79,732.009293
104.766137,88,733.833345
144.2137,142,753.234355
68.536492,73,754.784614
111.922473,83,756.52771
80.386492,59,757.764632
68.130598,57,758.951522
18.858501,19,759.346681
51.17395,68,760.7507
96.682561,76,777.378853
124.031993,98,779.441641
220.089332,186,788.96296
106.289065,109,791.2771
154.124987,150,809.447468
154.987237,159,812.763781
134.157668,145,819.343276
150.205812,119,821.804946
60.368429,56,838.036367
77.723718,63,839.365549
